,Dist,AvgTravelTimeD,AvgTravelTimeT,AvgTravelTimeW
0,33207,1523.0,5833.0,26425.0
1,73231,3160.0,10768.0,43083.0
2,0,0.0,0.0,0.0
3,197216,7916.0,18388.0,139056.0
4,45942,2008.0,4327.0,36933.0
