,Dist,AvgTravelTimeD,AvgTravelTimeT,AvgTravelTimeW
0,43653,2249.0,5544.0,27518.0
1,0,0.0,0.0,0.0
2,73918,3180.0,9630.0,43492.0
3,184754,8468.0,19680.0,139338.0
4,51475,2466.0,3370.0,35074.0
