,Dist,AvgTravelTimeD,AvgTravelTimeT,AvgTravelTimeW
0,19667,1124.0,3030.0,15360.0
1,59523,2583.0,11465.0,35273.0
2,45938,2028.0,19944.0,37999.0
3,237863,9310.0,14327.0,169536.0
4,0,0.0,0.0,0.0
