,Dist,AvgTravelTimeD,AvgTravelTimeT,AvgTravelTimeW
0,225262,8709.0,20081.0,156574.0
1,184639,8461.0,22440.0,138659.0
2,197002,7797.0,26135.0,139963.0
3,0,0.0,0.0,0.0
4,237997,9193.0,16159.0,168901.0
